# These monthly factors should be applied to total annual emission factors in
# combination with the Weekday factors supplied in Weekdayfactor.all.
# origin: EMEP/MSC-W based on GENEMIS data.
# Formate: CC SNAPsector  JAN    FEB    MAR    APR    MAY    JUN    JUL    AUG    SEP    OCT    NOV    DEC
23  7  0.817  0.848  0.948  1.003  1.045  1.074  1.107  1.108  1.069  1.072  0.996  0.904
48  7  0.850  0.890  0.978  1.017  1.037  1.051  1.050  1.050  1.056  1.074  1.009  0.932
47  7  0.999  1.019  0.966  1.005  1.013  1.028  1.010  0.986  0.978  1.020  1.028  0.949
42  7  0.874  0.912  0.970  1.008  1.034  1.052  1.059  1.051  1.031  1.062  1.015  0.928
27  7  0.865  0.916  0.992  1.018  1.041  1.044  1.035  1.028  1.026  1.064  1.019  0.948
51  7  0.874  0.912  0.970  1.008  1.034  1.052  1.059  1.051  1.031  1.062  1.015  0.928
15  7  0.843  0.888  0.981  1.011  1.027  1.047  1.055  1.060  1.050  1.075  1.024  0.932
 9  7  0.834  0.878  0.973  1.010  1.040  1.053  1.075  1.076  1.050  1.067  1.010  0.927
 1  7  0.874  0.912  0.970  1.008  1.034  1.052  1.059  1.051  1.031  1.062  1.015  0.928
40  7  0.874  0.912  0.970  1.008  1.034  1.052  1.059  1.051  1.031  1.062  1.015  0.928
50  7  0.874  0.912  0.970  1.008  1.034  1.052  1.059  1.051  1.031  1.062  1.015  0.928
49  7  0.874  0.912  0.970  1.008  1.034  1.052  1.059  1.051  1.031  1.062  1.015  0.928
41  7  0.874  0.912  0.970  1.008  1.034  1.052  1.059  1.051  1.031  1.062  1.015  0.928
52  7  0.874  0.912  0.970  1.008  1.034  1.052  1.059  1.051  1.031  1.062  1.015  0.928
 2  8  0.897  0.941  1.006  1.034  1.038  1.081  1.045  0.980  1.026  1.046  0.985  0.920
 3  8  0.897  0.941  1.006  1.034  1.038  1.081  1.045  0.980  1.026  1.046  0.985  0.920
 4  8  0.951  1.171  1.292  1.149  1.059  1.023  0.890  0.845  0.908  0.893  0.908  0.928
