0.00000000e+00	6.77966118e+00	9.32203598e+01	0.00000000e+00	0.00000000e+00	0.00000000e+00
6.66666651e+00	2.66666660e+01	6.66666718e+01	0.00000000e+00	0.00000000e+00	0.00000000e+00
0.00000000e+00	6.77966118e+00	9.32203598e+01	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.81818180e+01	6.54545441e+01	1.63636360e+01	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.81818180e+01	6.54545441e+01	1.63636360e+01	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.00000000e+02	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.00000000e+02	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.00000000e+02	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
0.00000000e+00	8.16326523e+00	9.18367691e+01	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.00000000e+02	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
