0.00000000e+00	1.37931042e+01	8.62068558e+01	0.00000000e+00	0.00000000e+00	0.00000000e+00
6.66666651e+00	2.66666679e+01	6.66666565e+01	0.00000000e+00	0.00000000e+00	0.00000000e+00
0.00000000e+00	1.37931042e+01	8.62068558e+01	0.00000000e+00	0.00000000e+00	0.00000000e+00
2.22222214e+01	7.77777710e+01	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
2.22222214e+01	7.77777710e+01	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.00000000e+02	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.00000000e+02	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.00000000e+02	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
0.00000000e+00	1.37931042e+01	8.62068558e+01	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.00000000e+02	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
