0.00000000e+00	0.00000000e+02	1.00000000e+02	0.00000000e+00	0.00000000e+00	0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
0.00000000e+00	0.50000000e+02	0.50000000e+02	0.00000000e+00	0.00000000e+00	0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
0.00000000e+00	0.00000000e+02	1.00000000e+02	0.00000000e+00	0.00000000e+00	0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
0.00000000e+00	0.90000000e+02	0.10000000e+02	0.00000000e+00	0.00000000e+00	0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
0.00000000e+00	0.90000000e+02	0.10000000e+02	0.00000000e+00	0.00000000e+00	0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
0.00000000e+00	1.00000000e+02	0.00000000e+02	0.00000000e+00	0.00000000e+00	0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
0.00000000e+00	1.00000000e+02	0.00000000e+02	0.00000000e+00	0.00000000e+00	0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
0.00000000e+00	1.00000000e+02	0.00000000e+02	0.00000000e+00	0.00000000e+00	0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
0.00000000e+00	0.10000000e+02	0.90000000e+02	0.00000000e+00	0.00000000e+00	0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
0.00000000e+00	1.00000000e+02	0.00000000e+02	0.00000000e+00	0.00000000e+00	0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
