0.00000000e+00	0.00000000e+00	6.27335892e+01	3.72664108e+01	0.00000000e+00	0.00000000e+00
1.67000008e+01	1.80978260e+01	6.52021713e+01	0.00000000e+00	0.00000000e+00	0.00000000e+00
0.00000000e+00	0.00000000e+00	7.30347519e+01	2.69652519e+01	0.00000000e+00	0.00000000e+00
3.00000000e+01	3.26086960e+01	3.73913040e+01	0.00000000e+00	0.00000000e+00	0.00000000e+00
3.00000000e+01	3.26086960e+01	3.73913040e+01	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.00000000e+02	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.00000000e+02	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.00000000e+02	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
3.29999995e+00	3.64130449e+00	9.30587006e+01	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.00000000e+02	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
