# EMEP vertical distribution by SNAP categories.
0	0	0	8	46	29	17
16.7	33.3	50	0	0	0	0
0	0	4	19	41	30	6
30	60	10	0	0	0	0
30	60	10	0	0	0	0
100	0	0	0	0	0	0
100	0	0	0	0	0	0
100	0	0	0	0	0	0
3.3	6.7	15	40	35	0	0
100	0	0	0	0	0	0
