STATIONS_ID;MESS_DATUM;QN_8;  FF;  DD;eor
       3379;2018042300;    3;   2.2; 230;eor
       3379;2018042301;    3;   3.1; 240;eor
       3379;2018042302;    3;   3.0; 240;eor
       3379;2018042303;    3;   1.9; 220;eor
       3379;2018042304;    3;   2.1; 240;eor
       3379;2018042305;    3;   1.6; 210;eor
       3379;2018042306;    3;   1.4; 250;eor
       3379;2018042307;    3;   2.8; 220;eor
       3379;2018042308;    3;   2.5; 280;eor
       3379;2018042309;    3;   2.5; 260;eor
       3379;2018042310;    3;   3.9; 290;eor
       3379;2018042311;    3;   5.1; 260;eor
       3379;2018042312;    3;   6.4; 300;eor
       3379;2018042313;    3;   4.8; 300;eor
       3379;2018042314;    3;   5.9; 340;eor
       3379;2018042315;    3;   6.1; 330;eor
       3379;2018042316;    3;   4.2; 320;eor
       3379;2018042317;    3;   4.8; 280;eor
       3379;2018042318;    3;   3.1; 260;eor
       3379;2018042319;    3;   2.7; 250;eor
       3379;2018042320;    3;   5.2; 260;eor
       3379;2018042321;    3;   4.7; 280;eor
       3379;2018042322;    3;   3.0; 240;eor
       3379;2018042323;    3;   4.4; 250;eor
       3379;2018042400;    3;   3.1; 250;eor
       3379;2018042401;    3;   3.1; 250;eor
       3379;2018042402;    3;   3.0; 250;eor
       3379;2018042403;    3;   4.2; 260;eor
       3379;2018042404;    3;   3.0; 260;eor
       3379;2018042405;    3;   2.8; 240;eor
       3379;2018042406;    3;   2.4; 230;eor
       3379;2018042407;    3;   2.6; 250;eor
       3379;2018042408;    3;   2.9; 290;eor
       3379;2018042409;    3;   3.3; 240;eor
       3379;2018042410;    3;   3.9; 250;eor
       3379;2018042411;    3;   4.8; 290;eor
       3379;2018042412;    3;   4.9; 290;eor
       3379;2018042413;    3;   5.0; 260;eor
       3379;2018042414;    3;   4.6; 290;eor
       3379;2018042415;    3;   4.8; 300;eor
       3379;2018042416;    3;   3.9; 310;eor
       3379;2018042417;    3;   4.3; 300;eor
       3379;2018042418;    3;   1.9; 270;eor
       3379;2018042419;    3;   1.2; 230;eor
       3379;2018042420;    3;   2.4; 200;eor
       3379;2018042421;    3;   2.3; 200;eor
       3379;2018042422;    3;   1.9; 200;eor
       3379;2018042423;    3;   1.9; 240;eor
       3379;2018042500;    3;   1.4; 220;eor
       3379;2018042501;    3;   1.7; 220;eor
       3379;2018042502;    3;   2.3; 220;eor
       3379;2018042503;    3;   1.7; 230;eor
       3379;2018042504;    3;   2.7; 220;eor
       3379;2018042505;    3;   3.3; 230;eor
       3379;2018042506;    3;   3.0; 230;eor
       3379;2018042507;    3;   3.9; 250;eor
       3379;2018042508;    3;   5.1; 250;eor
       3379;2018042509;    3;   4.8; 250;eor
       3379;2018042510;    3;   7.4; 260;eor
       3379;2018042511;    3;   7.3; 270;eor
       3379;2018042512;    3;   8.7; 260;eor
       3379;2018042513;    3;  10.9; 260;eor
       3379;2018042514;    3;   9.3; 280;eor
       3379;2018042515;    3;   7.9; 280;eor
       3379;2018042516;    3;   6.7; 280;eor
       3379;2018042517;    3;   6.4; 290;eor
       3379;2018042518;    3;   5.3; 340;eor
       3379;2018042519;    3;   1.5; 360;eor
       3379;2018042520;    3;   1.7; 320;eor
       3379;2018042521;    3;   1.6; 290;eor
       3379;2018042522;    3;   1.9; 240;eor
       3379;2018042523;    3;   2.6; 280;eor
       3379;2018042600;    3;   2.3; 310;eor
       3379;2018042601;    3;   1.9; 320;eor
       3379;2018042602;    3;   2.0; 310;eor
       3379;2018042603;    3;   4.4; 330;eor
       3379;2018042604;    3;   3.6; 310;eor
       3379;2018042605;    3;   4.0; 310;eor
       3379;2018042606;    3;   3.9; 310;eor
       3379;2018042607;    3;   2.9; 260;eor
       3379;2018042608;    3;   4.2; 270;eor
       3379;2018042609;    3;   4.6; 260;eor
       3379;2018042610;    3;   3.9; 270;eor
       3379;2018042611;    3;   5.2; 270;eor
       3379;2018042612;    3;   4.2; 270;eor
       3379;2018042613;    3;   4.6; 280;eor
       3379;2018042614;    3;   4.4; 250;eor
       3379;2018042615;    3;   4.3; 250;eor
       3379;2018042616;    3;   4.5; 250;eor
       3379;2018042617;    3;   3.5; 250;eor
       3379;2018042618;    3;   2.8; 260;eor
       3379;2018042619;    3;   2.4; 250;eor
       3379;2018042620;    3;   1.7; 270;eor
       3379;2018042621;    3;   1.1; 240;eor
       3379;2018042622;    3;   1.1; 240;eor
       3379;2018042623;    3;   0.7;  40;eor
       3379;2018042700;    3;   0.3; 180;eor
       3379;2018042701;    3;   0.7; 120;eor
       3379;2018042702;    3;   0.7; 110;eor
       3379;2018042703;    3;   1.2; 100;eor
       3379;2018042704;    3;   1.8; 110;eor
       3379;2018042705;    3;   2.3; 120;eor
       3379;2018042706;    3;   2.9; 120;eor
       3379;2018042707;    3;   3.6; 100;eor
       3379;2018042708;    3;   5.0; 120;eor
       3379;2018042709;    3;   4.7; 100;eor
       3379;2018042710;    3;   4.4; 100;eor
       3379;2018042711;    3;   4.5;  90;eor
       3379;2018042712;    3;   4.5;  90;eor
       3379;2018042713;    3;   4.0;  90;eor
       3379;2018042714;    3;   3.1; 100;eor
       3379;2018042715;    3;   3.1;  80;eor
       3379;2018042716;    3;   2.7;  50;eor
       3379;2018042717;    3;   2.3;  50;eor
       3379;2018042718;    3;   2.1;  90;eor
       3379;2018042719;    3;   1.9; 100;eor
       3379;2018042720;    3;   2.4; 140;eor
       3379;2018042721;    3;   2.0; 180;eor
       3379;2018042722;    3;   2.8; 180;eor
       3379;2018042723;    3;   2.2; 210;eor
       3379;2018042800;    3;   2.0; 240;eor
       3379;2018042801;    3;   2.4; 240;eor
       3379;2018042802;    3;   2.0; 190;eor
       3379;2018042803;    3;   1.6; 270;eor
       3379;2018042804;    3;   1.7; 300;eor
       3379;2018042805;    3;   2.1; 330;eor
       3379;2018042806;    3;   1.4; 360;eor
       3379;2018042807;    3;   2.4;  30;eor
       3379;2018042808;    3;   2.3; 100;eor
       3379;2018042809;    3;   2.6;  60;eor
       3379;2018042810;    3;   3.0;  70;eor
       3379;2018042811;    3;   3.5;  60;eor
       3379;2018042812;    3;   3.9;  50;eor
       3379;2018042813;    3;   4.0;  50;eor
       3379;2018042814;    3;   3.7;  60;eor
       3379;2018042815;    3;   3.6;  70;eor
       3379;2018042816;    3;   3.8;  60;eor
       3379;2018042817;    3;   3.4;  60;eor
       3379;2018042818;    3;   3.5;  60;eor
       3379;2018042819;    3;   2.6;  40;eor
       3379;2018042820;    3;   2.3;  30;eor
       3379;2018042821;    3;   2.6;  50;eor
       3379;2018042822;    3;   2.2;  60;eor
       3379;2018042823;    3;   0.9; 140;eor
       3379;2018042900;    3;   1.1; 110;eor
       3379;2018042901;    3;   1.7; 240;eor
       3379;2018042902;    3;   2.9; 270;eor
       3379;2018042903;    3;   2.4; 290;eor
       3379;2018042904;    3;   2.0; 280;eor
       3379;2018042905;    3;   1.8; 230;eor
       3379;2018042906;    3;   2.1; 250;eor
       3379;2018042907;    3;   1.3; 110;eor
       3379;2018042908;    3;   2.0; 140;eor
       3379;2018042909;    3;   1.8; 110;eor
       3379;2018042910;    3;   2.2;  90;eor
       3379;2018042911;    3;   3.5; 100;eor
       3379;2018042912;    3;   3.9;  70;eor
       3379;2018042913;    3;   4.0; 100;eor
       3379;2018042914;    3;   4.9;  90;eor
       3379;2018042915;    3;   4.3;  80;eor
       3379;2018042916;    3;   4.0;  90;eor
       3379;2018042917;    3;   5.5; 170;eor
       3379;2018042918;    3;   5.8; 140;eor
       3379;2018042919;    3;   5.9; 150;eor
       3379;2018042920;    3;   4.4; 160;eor
       3379;2018042921;    3;   5.4; 140;eor
       3379;2018042922;    3;   4.9; 140;eor
       3379;2018042923;    3;   4.8; 140;eor
       3379;2018043000;    3;   3.7; 140;eor
       3379;2018043001;    3;   2.6; 140;eor
       3379;2018043002;    3;   2.8; 160;eor
       3379;2018043003;    3;   2.5; 150;eor
       3379;2018043004;    3;   7.1; 260;eor
       3379;2018043005;    3;   7.7; 260;eor
       3379;2018043006;    3;   6.5; 280;eor
       3379;2018043007;    3;   4.2; 260;eor
       3379;2018043008;    3;   2.7; 280;eor
       3379;2018043009;    3;   2.8; 270;eor
       3379;2018043010;    3;   2.5; 300;eor
       3379;2018043011;    3;   2.6; 280;eor
       3379;2018043012;    3;   1.7; 280;eor
       3379;2018043013;    3;   1.6; 330;eor
       3379;2018043014;    3;   2.7; 310;eor
       3379;2018043015;    3;   1.9; 110;eor
       3379;2018043016;    3;   0.8; 230;eor
       3379;2018043017;    3;   1.9; 120;eor
       3379;2018043018;    3;   1.5; 360;eor
       3379;2018043019;    3;   4.8; 310;eor
       3379;2018043020;    3;   1.5; 280;eor
       3379;2018043021;    3;   0.8; 320;eor
       3379;2018043022;    3;   1.0; 250;eor
       3379;2018043023;    3;   1.6; 250;eor
       3379;2018050100;    3;   1.2; 230;eor
       3379;2018050101;    3;   1.8; 240;eor
       3379;2018050102;    3;   1.5; 250;eor
       3379;2018050103;    3;   1.5; 250;eor
       3379;2018050104;    3;   1.0; 230;eor
       3379;2018050105;    3;   2.0; 250;eor
       3379;2018050106;    3;   1.9; 270;eor
       3379;2018050107;    3;   2.9; 280;eor
       3379;2018050108;    3;   4.3; 300;eor
       3379;2018050109;    3;   3.1; 300;eor
       3379;2018050110;    3;   3.3; 290;eor
       3379;2018050111;    3;   3.2; 300;eor
       3379;2018050112;    3;   3.5; 310;eor
       3379;2018050113;    3;   2.3; 330;eor
       3379;2018050114;    3;   2.7; 350;eor
       3379;2018050115;    3;   2.5; 320;eor
       3379;2018050116;    3;   2.8; 350;eor
       3379;2018050117;    3;   2.3; 350;eor
       3379;2018050118;    3;   2.1;  20;eor
       3379;2018050119;    3;   2.9;  10;eor
       3379;2018050120;    3;   3.6;  20;eor
       3379;2018050121;    3;   2.4;  10;eor
       3379;2018050122;    3;   3.1;  30;eor
       3379;2018050123;    3;   2.3;  30;eor
       3379;2018050200;    3;   2.8;  10;eor
       3379;2018050201;    3;   2.8;  20;eor
       3379;2018050202;    3;   1.6;  20;eor
       3379;2018050203;    3;   1.1;  30;eor
       3379;2018050204;    3;   1.8; 350;eor
       3379;2018050205;    3;   0.7;  20;eor
       3379;2018050206;    3;   2.1;  50;eor
       3379;2018050207;    3;   2.1;  60;eor
       3379;2018050208;    3;   2.7;  80;eor
       3379;2018050209;    3;   2.4;  40;eor
       3379;2018050210;    3;   3.1;  60;eor
       3379;2018050211;    3;   2.7;  60;eor
       3379;2018050212;    3;   1.7;  20;eor
       3379;2018050213;    3;   2.0; 360;eor
       3379;2018050214;    3;   3.3;  50;eor
       3379;2018050215;    3;   1.8; 330;eor
       3379;2018050216;    3;   2.3; 330;eor
       3379;2018050217;    3;   3.2; 350;eor
       3379;2018050218;    3;   3.5; 330;eor
       3379;2018050219;    3;   2.4; 310;eor
       3379;2018050220;    3;   2.1; 280;eor
       3379;2018050221;    3;   2.4; 260;eor
       3379;2018050222;    3;   2.7; 290;eor
       3379;2018050223;    3;   2.1; 240;eor
       3379;2018050300;    3;   2.5; 260;eor
       3379;2018050301;    3;   2.9; 270;eor
       3379;2018050302;    3;   2.9; 270;eor
       3379;2018050303;    3;   2.6; 250;eor
       3379;2018050304;    3;   2.4; 270;eor
       3379;2018050305;    3;   2.4; 270;eor
       3379;2018050306;    3;   3.5; 290;eor
       3379;2018050307;    3;   3.6; 290;eor
       3379;2018050308;    3;   3.1; 310;eor
       3379;2018050309;    3;   2.6; 310;eor
       3379;2018050310;    3;   3.1; 310;eor
       3379;2018050311;    3;   3.1; 340;eor
       3379;2018050312;    3;   1.3; 320;eor
       3379;2018050313;    3;   1.7; 300;eor
       3379;2018050314;    3;   2.1; 320;eor
       3379;2018050315;    3;   4.0; 360;eor
       3379;2018050316;    3;   3.7;  30;eor
       3379;2018050317;    3;   4.2;  40;eor
       3379;2018050318;    3;   3.5;  20;eor
       3379;2018050319;    3;   2.9;  20;eor
       3379;2018050320;    3;   2.5;  10;eor
       3379;2018050321;    3;   2.8;  20;eor
       3379;2018050322;    3;   2.6;  10;eor
       3379;2018050323;    3;   2.1; 360;eor
       3379;2018050400;    3;   2.5;  30;eor
       3379;2018050401;    3;   2.4;  20;eor
       3379;2018050402;    3;   1.7;  10;eor
       3379;2018050403;    3;   1.9;  20;eor
       3379;2018050404;    3;   1.8;  10;eor
       3379;2018050405;    3;   2.1;  50;eor
       3379;2018050406;    3;   2.9;  50;eor
       3379;2018050407;    3;   3.6;  60;eor
       3379;2018050408;    3;   4.3;  60;eor
       3379;2018050409;    3;   4.2;  60;eor
       3379;2018050410;    3;   4.1;  60;eor
       3379;2018050411;    3;   3.2;  70;eor
       3379;2018050412;    3;   4.4;  70;eor
       3379;2018050413;    3;   3.1;  90;eor
       3379;2018050414;    3;   3.6; 100;eor
       3379;2018050415;    3;   3.5; 120;eor
       3379;2018050416;    3;   4.4; 120;eor
       3379;2018050417;    3;   4.1; 120;eor
       3379;2018050418;    3;   3.4; 100;eor
       3379;2018050419;    3;   2.6; 100;eor
       3379;2018050420;    3;   1.9;  60;eor
       3379;2018050421;    3;   2.8;  50;eor
       3379;2018050422;    3;   2.4;  60;eor
       3379;2018050423;    3;   3.2;  50;eor
       3379;2018050500;    3;   4.1;  50;eor
       3379;2018050501;    3;   2.8;  60;eor
       3379;2018050502;    3;   2.1;  60;eor
       3379;2018050503;    3;   3.5;  40;eor
       3379;2018050504;    3;   3.2;  60;eor
       3379;2018050505;    3;   2.3;  50;eor
       3379;2018050506;    3;   2.7;  50;eor
       3379;2018050507;    3;   3.6;  60;eor
       3379;2018050508;    3;   4.5;  90;eor
       3379;2018050509;    3;   4.0;  70;eor
       3379;2018050510;    3;   4.6;  60;eor
       3379;2018050511;    3;   6.6;  50;eor
       3379;2018050512;    3;   6.6;  60;eor
       3379;2018050513;    3;   6.2;  50;eor
       3379;2018050514;    3;   5.8;  60;eor
       3379;2018050515;    3;   6.4;  50;eor
       3379;2018050516;    3;   6.3;  70;eor
       3379;2018050517;    3;   6.0;  70;eor
       3379;2018050518;    3;   5.5;  90;eor
       3379;2018050519;    3;   4.1; 100;eor
       3379;2018050520;    3;   3.6; 110;eor
       3379;2018050521;    3;   1.6; 100;eor
       3379;2018050522;    3;   2.4;  40;eor
       3379;2018050523;    3;   3.2;  60;eor
       3379;2018050600;    3;   3.0;  70;eor
       3379;2018050601;    3;   2.8;  70;eor
       3379;2018050602;    3;   2.7;  70;eor
       3379;2018050603;    3;   2.4;  60;eor
       3379;2018050604;    3;   2.7;  50;eor
       3379;2018050605;    3;   3.1;  60;eor
       3379;2018050606;    3;   2.8;  70;eor
       3379;2018050607;    3;   3.5;  90;eor
       3379;2018050608;    3;   3.9;  60;eor
       3379;2018050609;    3;   4.2;  60;eor
       3379;2018050610;    3;   4.2;  50;eor
       3379;2018050611;    3;   4.8;  50;eor
       3379;2018050612;    3;   4.8;  60;eor
       3379;2018050613;    3;   4.6;  70;eor
       3379;2018050614;    3;   5.1;  90;eor
       3379;2018050615;    3;   5.2;  90;eor
       3379;2018050616;    3;   5.1;  80;eor
       3379;2018050617;    3;   4.1;  70;eor
       3379;2018050618;    3;   4.0;  80;eor
       3379;2018050619;    3;   2.3;  80;eor
       3379;2018050620;    3;   2.4;  80;eor
       3379;2018050621;    3;   2.2;  70;eor
       3379;2018050622;    3;   2.1;  70;eor
       3379;2018050623;    3;   3.1;  80;eor
       3379;2018050700;    3;   4.1;  90;eor
       3379;2018050701;    3;   3.4;  80;eor
       3379;2018050702;    3;   3.0;  80;eor
       3379;2018050703;    3;   2.6;  80;eor
       3379;2018050704;    3;   2.1;  60;eor
       3379;2018050705;    3;   3.1;  60;eor
       3379;2018050706;    3;   3.3;  80;eor
       3379;2018050707;    3;   4.5;  80;eor
       3379;2018050708;    3;   4.0;  90;eor
       3379;2018050709;    3;   5.4;  60;eor
       3379;2018050710;    3;   5.9;  80;eor
       3379;2018050711;    3;   6.0;  80;eor
       3379;2018050712;    3;   5.3;  70;eor
       3379;2018050713;    3;   6.0;  80;eor
       3379;2018050714;    3;   6.0;  50;eor
       3379;2018050715;    3;   6.7;  60;eor
       3379;2018050716;    3;   5.7;  70;eor
       3379;2018050717;    3;   5.3;  90;eor
       3379;2018050718;    3;   3.7;  70;eor
       3379;2018050719;    3;   3.1;  90;eor
       3379;2018050720;    3;   2.3;  80;eor
       3379;2018050721;    3;   2.5;  70;eor
       3379;2018050722;    3;   3.2;  90;eor
       3379;2018050723;    3;   2.9;  80;eor
       3379;2018050800;    3;   2.9;  50;eor
       3379;2018050801;    3;   3.4;  60;eor
       3379;2018050802;    3;   2.9;  70;eor
       3379;2018050803;    3;   3.1;  80;eor
       3379;2018050804;    3;   2.9;  80;eor
       3379;2018050805;    3;   2.2;  90;eor
       3379;2018050806;    3;   4.1;  90;eor
       3379;2018050807;    3;   2.7;  90;eor
       3379;2018050808;    3;   3.8;  70;eor
       3379;2018050809;    3;   5.7;  50;eor
       3379;2018050810;    3;   6.4;  60;eor
       3379;2018050811;    3;   5.0; 110;eor
       3379;2018050812;    3;   4.1;  70;eor
       3379;2018050813;    3;   5.3;  70;eor
       3379;2018050814;    3;   5.3;  70;eor
       3379;2018050815;    3;   5.9;  70;eor
       3379;2018050816;    3;   5.4;  80;eor
       3379;2018050817;    3;   4.9;  60;eor
       3379;2018050818;    3;   5.3;  80;eor
       3379;2018050819;    3;   5.2; 100;eor
       3379;2018050820;    3;   3.1;  80;eor
       3379;2018050821;    3;   2.4;  80;eor
       3379;2018050822;    3;   3.1;  70;eor
       3379;2018050823;    3;   3.2;  80;eor
       3379;2018050900;    3;   2.8;  60;eor
       3379;2018050901;    3;   2.7;  40;eor
       3379;2018050902;    3;   1.4;  70;eor
       3379;2018050903;    3;   2.1;  50;eor
       3379;2018050904;    3;   1.4;  60;eor
       3379;2018050905;    3;   1.3;  60;eor
       3379;2018050906;    3;   2.5;  60;eor
       3379;2018050907;    3;   2.9;  50;eor
       3379;2018050908;    3;   3.2;  80;eor
       3379;2018050909;    3;   3.0;  50;eor
       3379;2018050910;    3;   3.3;  60;eor
       3379;2018050911;    3;   4.2;  60;eor
       3379;2018050912;    3;   3.8;  80;eor
       3379;2018050913;    3;   3.3;  90;eor
       3379;2018050914;    3;   3.0; 140;eor
       3379;2018050915;    3;   1.4; 200;eor
       3379;2018050916;    3;   1.0; 200;eor
       3379;2018050917;    3;   2.4; 230;eor
       3379;2018050918;    3;   1.8; 200;eor
       3379;2018050919;    3;   2.3; 220;eor
       3379;2018050920;    3;   1.4; 240;eor
       3379;2018050921;    3;   1.8; 300;eor
       3379;2018050922;    3;   1.9; 330;eor
       3379;2018050923;    3;   1.1; 180;eor
       3379;2018051000;    3;   1.7; 220;eor
       3379;2018051001;    3;   2.8; 200;eor
       3379;2018051002;    3;   1.3; 220;eor
       3379;2018051003;    3;   2.3; 210;eor
       3379;2018051004;    3;   2.5; 200;eor
       3379;2018051005;    3;   2.5; 210;eor
       3379;2018051006;    3;   1.7; 250;eor
       3379;2018051007;    3;   3.3; 240;eor
       3379;2018051008;    3;   4.1; 240;eor
       3379;2018051009;    3;   5.3; 250;eor
       3379;2018051010;    3;   6.1; 250;eor
       3379;2018051011;    3;   4.4; 250;eor
       3379;2018051012;    3;   5.5; 260;eor
       3379;2018051013;    3;   5.2; 270;eor
       3379;2018051014;    3;   5.0; 280;eor
       3379;2018051015;    3;   6.1; 260;eor
       3379;2018051016;    3;   5.6; 260;eor
       3379;2018051017;    3;   6.9; 260;eor
       3379;2018051018;    3;   5.7; 270;eor
       3379;2018051019;    3;   4.8; 270;eor
       3379;2018051020;    3;   6.5; 280;eor
       3379;2018051021;    3;   5.7; 290;eor
       3379;2018051022;    3;   4.1; 270;eor
       3379;2018051023;    3;   4.2; 260;eor
       3379;2018051100;    3;   3.4; 260;eor
       3379;2018051101;    3;   4.1; 260;eor
       3379;2018051102;    3;   3.5; 250;eor
       3379;2018051103;    3;   1.2; 240;eor
       3379;2018051104;    3;   1.6; 180;eor
       3379;2018051105;    3;   1.7; 260;eor
       3379;2018051106;    3;   1.1; 330;eor
       3379;2018051107;    3;   1.9;  10;eor
       3379;2018051108;    3;   2.2;  70;eor
       3379;2018051109;    3;   2.5;  80;eor
       3379;2018051110;    3;   3.2;  70;eor
       3379;2018051111;    3;   3.6;  50;eor
       3379;2018051112;    3;   4.0;  50;eor
       3379;2018051113;    3;   3.8;  50;eor
       3379;2018051114;    3;   3.6;  50;eor
       3379;2018051115;    3;   3.9;  80;eor
       3379;2018051116;    3;   2.7;  50;eor
       3379;2018051117;    3;   2.8;  50;eor
       3379;2018051118;    3;   1.9;  60;eor
       3379;2018051119;    3;   1.5;  50;eor
       3379;2018051120;    3;   1.4;  30;eor
       3379;2018051121;    3;   1.9; 350;eor
       3379;2018051122;    3;   0.5;  30;eor
       3379;2018051123;    3;   1.1; 270;eor
       3379;2018051200;    3;   1.3; 250;eor
       3379;2018051201;    3;   1.1; 220;eor
       3379;2018051202;    3;   1.4; 220;eor
       3379;2018051203;    3;   1.1; 230;eor
       3379;2018051204;    3;   0.9; 210;eor
       3379;2018051205;    3;   1.2; 250;eor
       3379;2018051206;    3;   1.3; 270;eor
       3379;2018051207;    3;   0.9; 300;eor
       3379;2018051208;    3;   1.6;  10;eor
       3379;2018051209;    3;   2.0; 360;eor
       3379;2018051210;    3;   2.7;  50;eor
       3379;2018051211;    3;   3.6;  40;eor
       3379;2018051212;    3;   2.5;  70;eor
       3379;2018051213;    3;   1.9;  80;eor
       3379;2018051214;    3;   2.4;  70;eor
       3379;2018051215;    3;   2.7;  80;eor
       3379;2018051216;    3;   4.2;  70;eor
       3379;2018051217;    3;   4.0;  80;eor
       3379;2018051218;    3;   3.7;  80;eor
       3379;2018051219;    3;   3.5;  80;eor
       3379;2018051220;    3;   3.6; 120;eor
       3379;2018051221;    3;   3.2;  80;eor
       3379;2018051222;    3;   2.8;  90;eor
       3379;2018051223;    3;   2.1; 100;eor
       3379;2018051300;    3;   1.4; 130;eor
       3379;2018051301;    3;   1.5;  70;eor
       3379;2018051302;    3;   2.0;  70;eor
       3379;2018051303;    3;   2.1; 110;eor
       3379;2018051304;    3;   1.1; 180;eor
       3379;2018051305;    3;   0.8; 290;eor
       3379;2018051306;    3;   1.5; 280;eor
       3379;2018051307;    3;   3.5; 280;eor
       3379;2018051308;    3;   2.8; 290;eor
       3379;2018051309;    3;   2.1; 320;eor
       3379;2018051310;    3;   2.9; 320;eor
       3379;2018051311;    3;   2.3; 300;eor
       3379;2018051312;    3;   2.3; 320;eor
       3379;2018051313;    3;   2.1;  60;eor
       3379;2018051314;    3;   3.9;  50;eor
       3379;2018051315;    3;   2.5;  90;eor
       3379;2018051316;    3;   3.7; 240;eor
       3379;2018051317;    3;   3.2;  10;eor
       3379;2018051318;    3;   1.6; 300;eor
       3379;2018051319;    3;   1.8; 270;eor
       3379;2018051320;    3;   5.4; 330;eor
       3379;2018051321;    3;   1.6; 250;eor
       3379;2018051322;    3;   1.0; 260;eor
       3379;2018051323;    3;   3.1; 250;eor
       3379;2018051400;    3;   1.8; 320;eor
       3379;2018051401;    3;   2.1; 250;eor
       3379;2018051402;    3;   2.4; 250;eor
       3379;2018051403;    3;   2.3; 290;eor
       3379;2018051404;    3;   2.0; 270;eor
       3379;2018051405;    3;   2.2; 260;eor
       3379;2018051406;    3;   2.5; 270;eor
       3379;2018051407;    3;   2.5; 270;eor
       3379;2018051408;    3;   2.4; 310;eor
       3379;2018051409;    3;   1.8; 270;eor
       3379;2018051410;    3;   2.4;  20;eor
       3379;2018051411;    3;   2.9;  40;eor
       3379;2018051412;    3;   3.1;  10;eor
       3379;2018051413;    3;   2.6;  40;eor
       3379;2018051414;    3;   4.7;  10;eor
       3379;2018051415;    3;   6.5;  20;eor
       3379;2018051416;    3;   6.2;  60;eor
       3379;2018051417;    3;   4.5;  60;eor
       3379;2018051418;    3;   3.7;  80;eor
       3379;2018051419;    3;   3.4;  60;eor
       3379;2018051420;    3;   2.8;  60;eor
       3379;2018051421;    3;   3.0;  60;eor
       3379;2018051422;    3;   2.1;  90;eor
       3379;2018051423;    3;   1.6;  30;eor
       3379;2018051500;    3;   2.0; 310;eor
       3379;2018051501;    3;   1.8; 300;eor
       3379;2018051502;    3;   2.1; 270;eor
       3379;2018051503;    3;   2.1; 300;eor
       3379;2018051504;    3;   2.4; 310;eor
       3379;2018051505;    3;   2.3; 350;eor
       3379;2018051506;    3;   3.6;  50;eor
       3379;2018051507;    3;   3.7;  40;eor
       3379;2018051508;    3;   3.2;  60;eor
       3379;2018051509;    3;   2.4;  50;eor
       3379;2018051510;    3;   2.2;  20;eor
       3379;2018051511;    3;   3.9; 120;eor
       3379;2018051512;    3;   1.0; 340;eor
       3379;2018051513;    3;   5.9;  60;eor
       3379;2018051514;    3;   2.4; 200;eor
       3379;2018051515;    3;   1.6; 230;eor
       3379;2018051516;    3;   1.8; 260;eor
       3379;2018051517;    3;   2.1; 270;eor
       3379;2018051518;    3;   5.3;  70;eor
       3379;2018051519;    3;   3.3; 140;eor
       3379;2018051520;    3;   2.5; 240;eor
       3379;2018051521;    3;   2.7; 230;eor
       3379;2018051522;    3;   3.7; 240;eor
       3379;2018051523;    3;   3.7; 250;eor
       3379;2018051600;    3;   4.2; 260;eor
       3379;2018051601;    3;   4.0; 250;eor
       3379;2018051602;    3;   3.7; 260;eor
       3379;2018051603;    3;   4.2; 260;eor
       3379;2018051604;    3;   4.4; 260;eor
       3379;2018051605;    3;   4.2; 260;eor
       3379;2018051606;    3;   3.7; 270;eor
       3379;2018051607;    3;   3.2; 260;eor
       3379;2018051608;    3;   3.7; 260;eor
       3379;2018051609;    3;   3.7; 260;eor
       3379;2018051610;    3;   2.5; 250;eor
       3379;2018051611;    3;   1.8; 250;eor
       3379;2018051612;    3;   2.1; 270;eor
       3379;2018051613;    3;   3.2; 260;eor
       3379;2018051614;    3;   3.0; 260;eor
       3379;2018051615;    3;   3.2; 250;eor
       3379;2018051616;    3;   3.5; 270;eor
       3379;2018051617;    3;   2.6; 230;eor
       3379;2018051618;    3;   2.6; 240;eor
       3379;2018051619;    3;   1.9; 240;eor
       3379;2018051620;    3;   2.8; 240;eor
       3379;2018051621;    3;   3.6; 270;eor
       3379;2018051622;    3;   3.5; 260;eor
       3379;2018051623;    3;   3.0; 250;eor
       3379;2018051700;    3;   2.7; 250;eor
       3379;2018051701;    3;   2.6; 250;eor
       3379;2018051702;    3;   2.2; 270;eor
       3379;2018051703;    3;   3.1; 260;eor
       3379;2018051704;    3;   2.2; 240;eor
       3379;2018051705;    3;   2.7; 240;eor
       3379;2018051706;    3;   2.9; 250;eor
       3379;2018051707;    3;   3.4; 270;eor
       3379;2018051708;    3;   3.8; 270;eor
       3379;2018051709;    3;   3.2; 280;eor
       3379;2018051710;    3;   3.8; 270;eor
       3379;2018051711;    3;   3.4; 280;eor
       3379;2018051712;    3;   4.9; 260;eor
       3379;2018051713;    3;   4.5; 270;eor
       3379;2018051714;    3;   5.8; 320;eor
       3379;2018051715;    3;   3.8; 260;eor
       3379;2018051716;    3;   2.6; 240;eor
       3379;2018051717;    3;   2.6; 250;eor
       3379;2018051718;    3;   2.1; 270;eor
       3379;2018051719;    3;   2.1; 260;eor
       3379;2018051720;    3;   2.9; 260;eor
       3379;2018051721;    3;   3.4; 270;eor
       3379;2018051722;    3;   3.5; 290;eor
       3379;2018051723;    3;   2.7; 260;eor
       3379;2018051800;    3;   2.4; 250;eor
       3379;2018051801;    3;   3.0; 260;eor
       3379;2018051802;    3;   1.9; 250;eor
       3379;2018051803;    3;   1.9; 250;eor
       3379;2018051804;    3;   1.8; 240;eor
       3379;2018051805;    3;   2.0; 260;eor
       3379;2018051806;    3;   2.0; 270;eor
