PNO3	waso00
PNH4	waso00
PSO4	suso00
PNA	ssam00
PHCL	ssam00
PBC	soot00
PMD	miam00
PPOA	inso00
PARO1	inso00
PARO2	inso00
PALK1	inso00
POLE1	inso00
PAPI1	inso00
PAPI2	inso00
PLIM1	inso00
PLIM2	inso00
