# species, molecular weight (g/mol), speciation for each SNAP.

SO2	64.    95.    95.    95.    95.    95.    95.    95.    95.    95.    95.
H2SO4	98.     5.     5.     5.     5.     5.     5.     5.     5.     5.     5.
