# species, molecular weight (g/mol), speciation for each SNAP.

PMD_8	1.	50.	50.	50.	50.	50.	50.	50.	50.	50.	50.
PMD_9	1.	50.	50.	50.	50.	50.	50.	50.	50.	50.	50.
